FIPS,UNEMP,INCOME,POP,
17071,6.9,"55,535","7,993",
17073,7.8,"61,680","17,620",
17075,6.2,"51,542","3,649",
17077,7.7,"37,308","6,387",
17079,6.0,"59,980","49,284",
17081,10.1,"50,531","27,077",
17083,7.4,"63,351","52,974",
17085,8.3,"62,522","9,287",
17087,8.9,"55,022","37,113",
17089,9.1,"84,311","21,512",
17091,8.8,"60,763","22,035",
17093,8.4,"105,586","13,308",
17095,8.6,"43,404","516,522",
17097,8.1,"92,638","107,502",
17099,9.4,"59,528","131,869",
17101,8.7,"47,114","49,967",
17103,6.8,"57,619","714,342",
17105,6.7,"54,422","109,658",
17107,6.7,"53,806","15,280",
17109,7.1,"49,048","34,145",
17111,8.3,"89,379","35,815",
17113,6.8,"69,230","27,987",
17115,9.9,"52,259","27,238",
17117,6.9,"54,174","310,229",
17119,7.7,"66,591","170,954",
17121,9.3,"52,291","103,998",
17123,7.4,"63,628","44,967",
17125,8.0,"51,967","265,859",
17127,10.0,"54,159","37,729",
17129,6.4,"77,306","11,742",
17131,8.0,"62,241","13,086",
17133,5.6,"90,904","14,169",
17135,8.7,"51,665","12,297",
17137,6.9,"55,937","15,699",
17139,5.0,"65,472","34,962",
17141,8.1,"63,565","28,288",
17143,10.4,"57,717","32,915",
17145,9.4,"56,880","14,526",
17147,5.4,"72,265","51,788",
17149,6.0,"54,309","181,830",
17151,7.9,"46,478","20,945",
17153,11.7,"38,506","16,673",
17155,8.3,"74,367","14,739",
17157,7.1,"58,444","3,763",
17159,6.8,"49,775","5,193",
17161,9.4,"57,772","5,637",
17163,9.0,"57,726","30,163",
17165,9.7,"48,547","15,813",
17167,8.2,"61,768","144,672",
17169,6.2,"56,015","257,400",
17171,6.6,"61,231","23,768",
17173,6.4,"61,376","196,343",
17175,7.3,"54,804","6,902",
17177,7.3,"51,786","4,949",
17179,8.1,"66,206","20,990",
17181,8.1,"51,575","5,400",
17183,8.8,"46,295","44,630",
17185,8.3,"54,249","131,343",
17187,6.2,"53,621","17,244",
17189,5.3,"64,297","74,188",
17191,8.3,"51,829","11,361",
17193,7.6,"51,388","16,835",
17195,8.0,"50,880","13,761",
17197,9.5,"90,249","16,179",
17199,8.7,"56,958","13,877",
17201,11.4,"59,510","55,691",
17203,6.1,"77,117","696,355",
18000,7.1,"57,617","67,153",
18001,5.6,"53,532","285,350",
18003,7.7,"56,838","38,467",
18005,6.5,"71,181","6,785,528",
18007,5.2,"55,016","35,809",
18009,8.0,"46,811","385,410",
18011,4.3,"84,137","82,208",
18013,6.7,"59,617","8,719",
18015,6.0,"58,965","12,112",
18017,6.8,"51,777","70,812",
18019,7.2,"59,441","15,475",
18021,6.6,"54,349","20,306",
18023,5.6,"55,336","37,870",
18025,7.1,"44,332","121,093",
18027,3.8,"56,611","26,466",
18029,6.9,"71,351","33,190",
18031,7.5,"60,891","10,526",
18033,6.9,"59,714","33,381",
18035,7.3,"45,912","50,679",
18037,4.5,"63,869","26,472",
18039,7.5,"55,782","43,265",
18041,9.9,"48,499","111,903",
18043,6.5,"64,614","43,637",
18045,6.5,"55,337","207,047",
18047,5.9,"67,315","23,398",
18049,6.6,"55,011","80,484",
18051,6.2,"61,872","16,479",
18053,6.3,"47,509","22,785",
18055,6.2,"51,918","20,480",
18057,4.7,"107,710","33,011",
18059,5.6,"77,905","66,674",
18061,6.3,"64,270","30,803",
18063,5.0,"85,827","347,467",
18065,6.6,"49,293","79,840",
18067,10.9,"54,048","39,654",
18069,6.6,"54,565","174,788",
18071,7.2,"59,472","48,914",
18073,7.0,"65,352","83,658",
18075,6.6,"49,447","36,662",
18077,7.4,"53,378","46,428",
18079,7.6,"55,022","32,918",
18081,5.6,"74,427","20,478",
18083,5.9,"48,760","33,147",
18085,6.1,"64,677","27,613",
18087,6.4,"70,746","161,765",
18089,10.3,"57,280","36,282",
18091,9.5,"56,427","80,240",
18093,6.9,"56,261","40,446",
18095,7.9,"54,145","498,700",
18097,7.9,"50,707","112,417",
18099,6.4,"53,695","45,011",
18101,4.2,"56,735","130,129",
18103,8.2,"53,658","977,203",
18105,5.5,"53,113","46,095",
18107,5.2,"54,366","9,812",
18109,5.4,"63,414","35,962",
18111,6.9,"61,457","139,718",
18113,8.4,"60,980","37,936",
18115,7.4,"58,294","71,780",
18117,11.1,"47,931","13,830",
18119,6.3,"53,387","47,457",
18121,5.5,"51,554","5,940",
18123,6.5,"53,908","19,867",
18125,5.9,"52,378","21,321",
18127,8.1,"74,064","16,156",
18129,4.9,"68,435","19,170",
18131,6.1,"52,432","12,250",
18133,6.2,"64,098","173,215",
18135,6.6,"50,496","25,222",
18137,6.4,"61,219","12,514",
18139,6.3,"54,371","36,726",
18141,8.4,"53,881","24,502",
18143,8.4,"50,571","28,995",
18145,7.1,"59,798","16,752",
18147,5.6,"59,183","272,912",
18149,8.0,"54,001","24,384",
18151,6.2,"59,444","45,055",
18153,7.0,"53,375","19,810",
18155,8.1,"52,482","23,371",
18157,6.3,"51,228","34,435",
18159,6.1,"69,960","20,817",
18161,5.5,"53,866","9,737",
18163,7.2,"51,603","186,251",
18165,7.5,"50,723","15,359",
18167,7.9,"48,082","7,087",
18169,6.1,"59,874","180,136",
18171,5.4,"64,109","15,439",
18173,5.4,"79,644","106,153",
18175,6.9,"51,948","30,976",
18177,6.8,"47,885","8,440",
18179,5.7,"61,636","63,898",
18181,5.0,"58,295","28,182",
18183,5.9,"67,347","66,553",
19000,5.3,"61,807","28,180",
19001,4.0,"57,977","24,688",
19003,3.8,"53,385","34,191",
19005,5.1,"56,240","3,190,369",
19007,5.3,"41,672","7,496",
19009,3.4,"53,197","3,704",
19011,5.0,"70,023","14,061",
19013,6.2,"60,010","12,317",
19015,4.1,"63,975","5,674",
19017,3.9,"67,229","25,575",
19019,4.6,"67,906","131,144",
19021,3.7,"57,048","26,715",
19023,4.7,"57,080","24,988",
19025,4.1,"57,007","20,565",
19027,4.0,"61,379","20,823",
19029,3.9,"53,692","14,334",
19031,4.4,"71,029","9,927",
19033,5.2,"54,589","20,760",
19035,3.8,"59,901","13,127",
19037,4.7,"60,111","18,505",
19039,5.4,"57,708","43,127",
19041,4.5,"57,174","11,658",
19043,5.7,"53,223","12,012",
19045,6.7,"56,865","9,748",
19047,5.2,"58,077","16,384",
19049,3.6,"97,535","17,043",
19051,4.0,"57,150","46,460",
19053,3.8,"44,873","16,525",
19055,4.0,"70,091","99,678",
19057,7.5,"53,547","9,110",
19059,5.1,"66,211","7,645",
19061,5.9,"62,481","17,488",
19063,5.0,"55,635","38,910",
19065,5.5,"53,142","17,703",
19067,6.0,"55,369","99,266",
19069,3.8,"55,847","9,388",
19071,3.1,"60,498","19,509",
19073,4.2,"55,562","15,627",
19075,4.4,"73,683","10,019",
19077,5.0,"64,965","6,605",
19079,4.4,"63,234","8,771",
19081,4.7,"62,030","12,329",
19083,4.6,"57,103","10,623",
19085,4.0,"63,901","15,039",
19087,5.3,"57,747","10,795",
19089,4.5,"58,028","16,878",
19091,4.2,"56,695","14,582",
19093,3.6,"58,249","20,482",
19095,4.4,"66,861","9,469",
19097,6.1,"57,687","9,597",
19099,5.3,"67,317","7,005",
19101,5.7,"51,741","16,662",
19103,4.8,"67,295","19,485",
19105,5.7,"63,399","37,813",
19107,4.9,"54,937","15,663",
19109,3.8,"59,568","152,854",
19111,6.5,"51,089","20,646",
19113,6.4,"64,783","10,033",
19115,5.0,"60,544","14,828",
19117,3.6,"53,085","33,555",
19119,2.5,"66,139","230,299",
19121,5.7,"72,578","10,837",
19123,4.8,"59,242","8,634",
19125,4.2,"66,381","11,934",
19127,7.1,"55,631","16,548",
19129,3.9,"72,679","22,190",
19131,3.4,"61,247","33,414",
19133,4.8,"53,104","40,105",
19135,5.2,"56,397","14,484",
19137,4.7,"52,715","10,565",
19139,6.0,"61,767","8,751",
19141,3.4,"60,298","7,577",
19143,2.9,"60,702","10,330",
19145,5.0,"52,179","43,235",
19147,4.6,"55,074","14,182",
19149,3.6,"69,165","6,192",
19151,3.5,"56,146","15,211",
19153,6.0,"67,331","8,996",
19155,5.2,"60,322","25,698",
19157,4.9,"57,741","7,078",
19159,3.9,"50,890","492,401",
19161,3.5,"59,392","93,667",
19163,6.8,"65,724","18,662",
19165,3.6,"60,498","4,663",
19167,2.7,"71,566","9,814",
19169,3.6,"64,151","174,669",
19171,5.1,"56,281","11,746",
19173,3.7,"51,510","35,872",
19175,5.9,"52,914","98,537",
19177,4.6,"50,425","17,135",
19179,6.0,"50,533","5,896",
19181,4.6,"79,557","12,138",
19183,4.1,"63,230","7,203",
19185,4.5,"49,962","35,437",
19187,5.2,"53,344","52,403",
19189,6.4,"50,258","22,565",
19191,4.9,"65,482","6,497",
19193,5.3,"58,419","36,999",
19195,5.4,"60,139","10,679",
19197,4.0,"54,251","20,070",
20000,5.9,"62,028","105,941",
20001,5.4,"46,690","7,443",
20003,4.1,"51,352","12,943",
20005,6.9,"51,860","2,937,880",
20007,3.4,"50,660","12,526",
20009,4.6,"50,754","7,836",
20011,5.6,"47,452","16,348",
20013,4.5,"47,558","4,228",
20015,6.5,"66,199","25,493",
20017,5.5,"51,022","14,360",
20019,6.1,"43,664","9,508",
20021,5.2,"47,682","67,380",
20023,2.2,"47,323","2,572",
20025,2.0,"59,085","3,379",
20027,4.5,"52,781","19,362",
20029,4.1,"46,299","2,616",
20031,5.2,"62,715","1,991",
20033,3.5,"47,854","8,117",
20035,6.5,"51,537","9,032",
20037,5.5,"42,723","8,360",
20039,3.7,"46,878","1,689",
20041,4.9,"58,066","34,549",
20043,4.5,"52,596","38,972",
20045,6.1,"62,559","2,764",
20047,3.0,"49,047","18,402",
20049,4.8,"41,930","7,510",
20051,3.5,"51,237","118,785",
20053,3.3,"56,988","2,907",
20055,3.5,"57,412","2,483",
20057,3.4,"54,604","28,934",
20059,5.4,"55,984","6,376",
20061,6.9,"58,978","38,470",
20063,2.9,"52,986","34,287",
20065,4.6,"48,912","25,996",
20067,4.1,"65,178","36,739",
20069,2.2,"69,077","2,718",
20071,1.8,"58,492","2,415",
20073,5.2,"44,876","7,352",
20075,1.7,"55,857","5,653",
20077,4.4,"47,540","1,284",
20079,5.3,"62,961","6,016",
20081,2.4,"62,477","2,518",
20083,2.7,"58,360","5,485",
20085,5.4,"60,615","34,024",
20087,4.9,"68,549","3,780",
20089,3.1,"46,017","1,723",
20091,5.1,"91,913","13,232",
20093,2.7,"67,301","18,368",
20095,5.2,"56,907","2,932",
20097,3.3,"49,588","609,863",
20099,5.6,"44,170","3,983",
20101,2.9,"60,315","7,470",
20103,5.8,"75,840","2,460",
20105,2.9,"47,557","20,184",
20107,7.0,"62,876","1,574",
20109,2.5,"53,538","81,881",
20111,4.8,"49,840","2,939",
20113,3.5,"65,834","9,591",
20115,4.1,"51,771","2,762",
20117,3.1,"55,858","32,179",
20119,2.8,"64,640","30,223",
20121,5.0,"74,428","11,823",
20123,2.7,"51,979","10,038",
20125,7.3,"44,240","4,055",
20127,3.9,"54,775","34,191",
20129,3.0,"56,175","5,796",
20131,3.0,"63,373","31,486",
20133,6.4,"49,533","5,386",
20135,3.4,"54,727","2,701",
20137,2.7,"49,739","10,273",
20139,5.1,"55,655","15,904",
20141,2.9,"46,351","2,687",
20143,4.3,"58,729","5,459",
20145,3.8,"65,141","15,766",
20147,3.4,"51,546","3,500",
20149,4.3,"73,685","5,735",
20151,3.6,"53,980","6,253",
20153,2.5,"50,768","4,981",
20155,5.5,"53,371","25,348",
20157,3.3,"47,082","9,157",
20159,4.2,"56,350","2,561",
20161,5.0,"51,996","61,898",
20163,4.0,"49,485","4,674",
20165,4.6,"53,189","9,427",
20167,4.2,"46,112","71,959",
20169,5.5,"56,741","4,919",
20171,2.5,"62,914","2,956",
20173,8.7,"60,014","6,691",
20175,4.4,"55,727","54,303",
20177,5.9,"59,451","5,151",
20179,2.3,"54,627","523,824",
20181,3.4,"54,000","21,964",
20183,2.7,"45,915","178,909",
20185,3.7,"51,007","2,447",
20187,2.4,"63,401","5,927",
20189,2.9,"61,264","3,570",
20191,8.1,"53,618","4,072",
20193,2.9,"58,652","2,084",
20195,3.5,"52,597","5,250",
20197,4.2,"66,168","22,382",
20199,2.2,"54,714","7,930",
20201,2.5,"46,263","2,808",
20203,2.1,"54,009","6,877",
20205,7.8,"46,243","1,512",
20207,5.9,"43,751","5,530",
20209,7.8,"47,292","2,152",
21000,6.6,"52,256","8,624",
21001,7.2,"37,650","3,115",
21003,5.5,"47,307","169,245",
21005,6.1,"61,308","4,505,836",
21007,6.6,"48,053","18,903",
21009,7.5,"44,859","20,588",
21011,8.3,"42,248","23,852",
21013,7.8,"30,940","7,728",
21015,5.4,"78,806","44,485",
21017,5.9,"47,046","12,750",
21019,8.3,"50,017","24,097",
21021,7.4,"53,644","135,968",
21023,6.2,"53,289","20,252",
21025,10.2,"33,407","48,261",
21027,7.3,"46,069","30,614",
21029,6.4,"66,335","8,400",
21031,6.9,"46,305","13,718",
21033,6.2,"44,144","20,432",
21035,6.2,"45,574","82,217",
21037,5.6,"66,520","12,371",
21039,4.7,"49,659","12,649",
21041,5.9,"51,672","37,103",
21043,9.6,"43,492","93,076",
21045,6.2,"34,751","4,826",
21047,7.8,"46,390","10,810",
21049,6.6,"55,428","26,627",
21051,8.6,"30,175","15,941",
21053,5.1,"34,005","72,748",
21055,5.5,"44,595","36,972",
21057,4.9,"34,897","20,345",
21059,6.1,"52,620","9,253",
21061,7.7,"47,482","8,990",
21063,10.1,"34,262","5,888",
21065,7.5,"35,004","103,312",
21067,5.7,"58,981","12,126",
21069,7.3,"43,943","7,354",
21071,9.2,"35,828","14,163",
21073,6.6,"58,917","322,570",
21075,6.5,"34,376","15,082",
21077,6.0,"55,273","35,942",
21079,6.3,"51,757","51,541",
21081,7.1,"55,210","6,515",
21083,5.9,"48,038","8,690",
21085,7.8,"43,771","16,953",
21087,5.4,"38,896","24,941",
21089,8.9,"52,179","36,649",
21091,6.1,"60,626","26,420",
21093,7.1,"57,711","11,107",
21095,11.9,"30,050","35,962",
21097,6.1,"51,475","9,095",
21099,6.4,"42,718","110,702",
21101,6.1,"53,199","26,831",
21103,5.7,"51,806","18,692",
21105,5.5,"52,331","19,288",
21107,7.4,"48,769","44,793",
21109,8.7,"34,940","15,678",
21111,6.8,"59,025","4,521",
21113,5.6,"62,533","45,423",
21115,8.7,"31,202","12,955",
21117,5.8,"68,692","782,969",
21119,8.5,"32,613","52,991",
21121,8.2,"31,634","22,680",
21123,7.2,"49,785","169,064",
21125,6.9,"44,033","14,251",
21127,8.3,"38,055","30,193",
21129,7.0,"30,905","14,867",
21131,10.8,"32,202","62,613",
21133,10.2,"32,435","16,293",
21135,9.5,"37,410","7,395",
21137,7.9,"43,220","10,513",
21139,7.5,"50,521","21,548",
21141,5.5,"48,902","13,080",
21143,5.3,"52,978","24,275",
21145,7.2,"48,219","8,888",
21147,7.3,"32,701","27,432",
21149,5.6,"51,184","8,680",
21151,6.0,"50,316","67,875",
21153,16.1,"32,045","16,888",
21155,7.8,"48,062","9,152",
21157,6.1,"57,945","92,701",
21159,11.6,"34,291","11,637",
21161,8.0,"47,861","19,581",
21163,7.1,"54,946","31,659",
21165,8.9,"37,457","11,287",
21167,7.3,"55,267","17,120",
21169,7.8,"38,978","30,003",
21171,5.4,"36,512","6,113",
21173,8.0,"52,903","22,641",
21175,6.9,"37,433","10,286",
21177,8.7,"45,049","11,338",
21179,6.9,"64,795","28,114",
21181,6.8,"38,084","13,726",
21183,7.2,"47,542","30,928",
21185,4.8,"101,152","46,738",
21187,6.4,"51,494","7,537",
21189,7.4,"28,727","23,772",
21191,5.2,"58,962","67,607",
21193,8.9,"38,000","11,278",
21195,8.4,"36,875","4,051",
21197,7.3,"41,760","14,644",
21199,7.3,"43,568","28,473",
21201,6.1,"47,017","58,669",
21203,7.1,"40,790","13,129",
21205,7.5,"44,068","65,034",
21207,8.2,"44,056","2,193",
21209,6.3,"74,719","16,037",
21211,5.5,"71,737","24,662",
21213,7.2,"52,931","17,991",
21215,5.8,"79,863","57,155",
21217,6.0,"48,485","48,065",
21219,4.8,"47,742","19,594",
21221,6.9,"49,955","19,490",
21223,6.8,"58,998","26,023",
21225,6.3,"49,870","12,243",
21227,6.6,"53,238","14,061",
21229,6.2,"51,286","8,474",
21231,6.5,"34,449","13,668",
21233,6.4,"49,079","134,554",
21235,7.1,"38,191","12,027",
21237,7.7,"32,773","19,555",
21239,5.0,"67,815","13,017",
22000,8.3,"51,108","36,712",
22001,7.3,"44,728","6,562",
22003,9.2,"47,111","26,871",
22005,6.7,"83,072","4,657,757",
22007,10.1,"51,763","57,576",
22009,8.0,"38,316","22,750",
22011,6.7,"55,343","126,500",
22013,7.7,"37,198","21,039",
22015,6.4,"54,080","39,693",
22017,9.0,"45,613","36,549",
22019,9.0,"53,050","12,981",
22021,7.3,"44,007","128,746",
22023,5.7,"60,317","237,848",
22025,7.1,"36,794","216,785",
22027,6.6,"36,497","9,645",
22029,8.1,"36,276","5,617",
22031,7.3,"47,347","8,906",
22033,7.8,"56,303","14,170",
22035,11.7,"29,943","18,687",
22037,6.7,"50,041","26,812",
22039,7.7,"35,146","456,781",
22041,8.1,"35,484","7,459",
22043,6.5,"49,544","19,539",
22045,9.4,"47,731","32,350",
22047,9.8,"55,198","19,774",
22049,5.3,"43,232","22,169",
22051,9.3,"55,909","69,929",
22053,7.5,"47,988","30,241",
22055,7.1,"60,053","15,031",
22057,6.5,"54,145","440,781",
22059,4.7,"51,014","32,250",
22061,6.3,"41,608","241,753",
22063,6.4,"63,852","97,557",
22065,8.4,"32,229","14,791",
22067,9.8,"34,922","48,396",
22069,6.8,"49,536","142,282",
22071,12.2,"45,092","10,017",
22073,7.4,"43,235","25,629",
22075,7.0,"60,795","37,515",
22077,7.8,"48,011","383,997",
22079,6.2,"49,687","160,368",
22081,6.2,"39,806","23,515",
22083,7.6,"39,586","20,758",
22085,5.5,"45,486","130,023",
22087,10.2,"45,806","7,620",
22089,7.8,"71,579","20,043",
22091,11.5,"43,376","22,155",
22093,9.7,"57,250","43,764",
22095,11.2,"54,944","52,549",
22097,8.7,"39,599","10,920",
22099,8.1,"47,247","20,192",
22101,9.2,"40,918","42,477",
22103,6.8,"71,526","82,540",
22105,9.5,"47,860","51,767",
22107,8.4,"31,436","49,406",
22109,7.7,"51,719","264,570",
22111,7.1,"44,617","133,157",
22113,7.4,"50,193","4,147",
22115,7.1,"51,652","109,580",
22117,8.2,"35,505","21,107",
22119,7.9,"38,386","57,359",
22121,7.2,"65,344","48,750",
22123,10.1,"42,614","45,463",
22125,5.4,"65,296","36,967",
22127,7.1,"43,166","27,199",
23000,5.4,"58,824","9,751",
23001,5.5,"58,958","15,310",
23003,5.5,"40,675","13,755",
23005,5.3,"75,254","1,362,359",
23007,6.1,"51,136","111,139",
23009,5.7,"58,926","67,105",
23011,5.0,"55,358","303,069",
23013,5.4,"55,910","29,456",
23015,5.3,"58,619","55,478",
23017,6.7,"50,344","123,642",
23019,5.4,"50,702","40,607",
23021,5.5,"43,509","35,237",
23023,4.7,"65,841","57,777",
23025,6.6,"45,333","152,199",
23027,5.2,"51,073","16,800",
23029,6.2,"39,068","36,699",
23031,5.4,"66,803","50,477",
24000,6.8,"86,644","39,607",
24001,7.8,"48,170","31,095",
24003,5.8,"100,916","211,972",
24005,6.8,"76,972","6,177,224",
24009,5.2,"111,056","68,106",
24011,5.5,"60,143","588,261",
24013,5.1,"101,810","854,535",
24015,5.9,"75,307","92,783",
24017,6.7,"102,510","33,293",
24019,6.7,"48,709","172,891",
24021,5.9,"102,951","103,725",
24023,6.6,"59,253","166,617",
24025,5.8,"91,492","32,531",
24027,5.2,"121,329","271,717",
24029,6.6,"65,615","28,806",
24031,6.3,"110,012","260,924",
24033,8.2,"85,357","332,317",
24035,5.5,"101,350","19,198",
24037,4.8,"89,123","1,062,061",
24039,8.3,"38,731","967,201",
24041,6.0,"75,714","49,874",
24043,6.7,"59,785","113,777",
24045,7.5,"54,351","24,620",
24047,11.2,"65,821","37,526",
24510,8.8,"49,780","154,705",
25000,8.9,"85,700","103,588",
25001,10.2,"82,686","52,460",
25003,9.1,"58,805","585,708",
25005,10.2,"69,857","7,029,917",
25007,9.2,"76,036","228,996",
25009,9.8,"83,253","129,026",
25011,7.4,"60,143","579,200",
25013,10.4,"59,918","20,600",
25015,7.2,"74,142","809,829",
25017,7.3,"106,543","71,029",
25019,10.3,"96,030","465,825",
25021,8.3,"106,851","162,308",
25023,9.5,"90,584","1,632,002",
25025,9.7,"75,843","14,255",
25027,8.8,"77,795","725,981",
26000,9.9,"59,522","530,819",
26001,9.9,"41,491","797,936",
26003,10.7,"52,285","862,111",
26005,7.3,"66,568","10,077,331",
26007,7.7,"43,676","10,167",
26009,9.7,"58,317","8,842",
26011,11.4,"44,017","120,502",
26013,11.7,"48,371","28,907",
26015,7.4,"67,703","23,431",
26017,9.2,"50,130","15,002",
26019,9.4,"56,934","8,158",
26021,8.6,"50,659","62,423",
26023,8.1,"52,255","103,856",
26025,9.7,"50,205","17,970",
26027,8.8,"55,029","154,316",
26029,9.8,"58,831","44,862",
26031,14.6,"47,876","134,310",
26033,8.9,"49,610","51,589",
26035,11.5,"42,480","26,054",
26037,6.6,"72,666","25,579",
26039,10.4,"49,114","36,785",
26041,8.7,"48,880","30,856",
26043,7.0,"53,751","79,128",
26045,7.7,"65,891","12,988",
26047,10.5,"59,456","36,903",
26049,11.2,"50,554","25,947",
26051,9.7,"46,458","109,175",
26053,7.7,"39,030","34,112",
26055,8.4,"65,041","406,211",
26057,8.0,"51,046","25,386",
26059,9.1,"50,015","14,380",
26061,7.2,"45,006","95,238",
26063,8.5,"49,126","41,761",
26065,7.5,"54,704","45,746",
26067,7.9,"59,582","37,361",
26069,10.5,"43,605","31,407",
26071,8.1,"46,814","284,900",
26073,8.4,"46,677","66,804",
26075,9.0,"56,001","25,237",
26077,7.2,"56,739","11,631",
